Title: Spider-Man: Brand New Day (2026) | Rating: 7.9 | Genres: Sci-Fi, Action, Adventure | Poster: https://image.tmdb.org/t/p/w500/bjiS5ipwxb9JFy3XRRN4OAilSeX.jpg | DirectM3U8: https://movie.streamrip.fun/movies/969681/video_main.m3u8
Title: Avatar: Fire and Ash (2025) | Rating: 7.7 | Genres: Sci-Fi, Adventure, Fantasy | Poster: https://image.tmdb.org/t/p/w500/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg | DirectM3U8: https://movie.streamrip.fun/movies/83533/video_main.m3u8
Title: Zootopia 2 (2025) | Rating: 7.7 | Genres: Animation, Adventure, Comedy, Mystery, Family | Poster: https://image.tmdb.org/t/p/w500/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1084242/video_main.m3u8
Title: Chainsaw Man - The Movie: Reze Arc (2025) | Rating: 8.5 | Genres: Animation, Action, Romance, Fantasy | Poster: https://image.tmdb.org/t/p/w500/pHyxb2RV5wLlboAwm9ZJ9qTVEDw.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1218925/video_main.m3u8
Title: Shape of My Heart (2024) | Rating: 6.2 | Genres: Romance | Poster: https://image.tmdb.org/t/p/w500/3r0O6BW9USoZ9mteCVyNKMQriRL.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1285366/video_main.m3u8
Title: Young Hearts (2024) | Rating: 8.6 | Genres: Drama, Romance | Poster: https://image.tmdb.org/t/p/w500/iGCtYxfuvXfy0BD5m6p7vKuPOxS.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1232449/video_main.m3u8
Title: Spider-Man: Across the Spider-Verse (2023) | Rating: 8.3 | Genres: Animation, Action, Adventure, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg | DirectM3U8: https://movie.streamrip.fun/movies/569094/video_main.m3u8
Title: ¿Quieres ser mi hijo? (2023) | Rating: 8.5 | Genres: Comedy, Romance | Poster: https://image.tmdb.org/t/p/w500/6PQJsmuvSMZQMmlJfTpjIkrizUh.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1181678/video_main.m3u8
Title: Fatal Conspiracy (2022) | Rating: 6.4 | Genres: Horror | Poster: https://image.tmdb.org/t/p/w500/zpj3nNoc5xaUZTIdnuhwXwUcRag.jpg | DirectM3U8: https://movie.streamrip.fun/movies/967998/video_main.m3u8
Title: Spider-Man: No Way Home (2021) | Rating: 7.9 | Genres: Action, Adventure, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg | DirectM3U8: https://movie.streamrip.fun/movies/634649/video_main.m3u8
Title: Impossible Things (2021) | Rating: 8.4 | Genres: Family, Drama | Poster: https://image.tmdb.org/t/p/w500/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg | DirectM3U8: https://movie.streamrip.fun/movies/667257/video_main.m3u8
Title: Parasite (2019) | Rating: 8.5 | Genres: Comedy, Thriller, Drama | Poster: https://image.tmdb.org/t/p/w500/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg | DirectM3U8: https://movie.streamrip.fun/movies/496243/video_main.m3u8
Title: The Legend of Hei (2019) | Rating: 8.4 | Genres: Animation, Fantasy, Action | Poster: https://image.tmdb.org/t/p/w500/nWdES36hGwADWWBGzvgT1Z3Xn86.jpg | DirectM3U8: https://movie.streamrip.fun/movies/620249/video_main.m3u8
Title: Avengers: Infinity War (2018) | Rating: 8.2 | Genres: Adventure, Action, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg | DirectM3U8: https://movie.streamrip.fun/movies/299536/video_main.m3u8
Title: From Straight A's to XXX (2017) | Rating: 5.9 | Genres: Drama, TV Movie | Poster: https://image.tmdb.org/t/p/w500/7o7qmymPy1D9mASODsrOHq41Fye.jpg | DirectM3U8: https://movie.streamrip.fun/movies/441168/video_main.m3u8
Title: Your Name. (2016) | Rating: 8.5 | Genres: Animation, Romance, Drama | Poster: https://image.tmdb.org/t/p/w500/vfJFJPepRKapMd5G2ro7klIRysq.jpg | DirectM3U8: https://movie.streamrip.fun/movies/372058/video_main.m3u8
Title: Interstellar (2014) | Rating: 8.5 | Genres: Adventure, Drama, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg | DirectM3U8: https://movie.streamrip.fun/movies/157336/video_main.m3u8
Title: The Avengers (2012) | Rating: 8.1 | Genres: Sci-Fi, Action, Adventure | Poster: https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg | DirectM3U8: https://movie.streamrip.fun/movies/24428/video_main.m3u8
Title: Hotel Desire (2011) | Rating: 6.2 | Genres: Drama, Romance | Poster: https://image.tmdb.org/t/p/w500/47XRWH95ATv4szxdWHl723guWXP.jpg | DirectM3U8: https://movie.streamrip.fun/movies/82023/video_main.m3u8
Title: The Dark Knight (2008) | Rating: 8.5 | Genres: Action, Crime, Thriller | Poster: https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg | DirectM3U8: https://movie.streamrip.fun/movies/155/video_main.m3u8
Title: The Lord of the Rings: The Return of the King (2003) | Rating: 8.5 | Genres: Adventure, Fantasy, Action | Poster: https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg | DirectM3U8: https://movie.streamrip.fun/movies/122/video_main.m3u8
Title: Spider-Man (2002) | Rating: 7.4 | Genres: Action, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/or6XJBVpcEbIkma0V9zshnbEtx4.jpg | DirectM3U8: https://movie.streamrip.fun/movies/557/video_main.m3u8
Title: The Lord of the Rings: The Two Towers (2002) | Rating: 8.4 | Genres: Adventure, Fantasy, Action | Poster: https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg | DirectM3U8: https://movie.streamrip.fun/movies/121/video_main.m3u8
Title: City of God (2002) | Rating: 8.4 | Genres: Drama, Crime | Poster: https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg | DirectM3U8: https://movie.streamrip.fun/movies/598/video_main.m3u8
Title: The Lord of the Rings: The Fellowship of the Ring (2001) | Rating: 8.4 | Genres: Adventure, Fantasy, Action | Poster: https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg | DirectM3U8: https://movie.streamrip.fun/movies/120/video_main.m3u8
Title: Spirited Away (2001) | Rating: 8.5 | Genres: Animation, Family, Fantasy | Poster: https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg | DirectM3U8: https://movie.streamrip.fun/movies/129/video_main.m3u8
Title: A Dog's Will (2000) | Rating: 8.4 | Genres: Comedy, Drama, Fantasy, Romance | Poster: https://image.tmdb.org/t/p/w500/z9Au9XtK0ARzkKGsZCzMkmKgMPf.jpg | DirectM3U8: https://movie.streamrip.fun/movies/40096/video_main.m3u8
Title: Fight Club (1999) | Rating: 8.4 | Genres: Drama, Thriller | Poster: https://image.tmdb.org/t/p/w500/jSziioSwPVrOy9Yow3XhWIBDjq1.jpg | DirectM3U8: https://movie.streamrip.fun/movies/550/video_main.m3u8
Title: The Green Mile (1999) | Rating: 8.5 | Genres: Fantasy, Drama, Crime | Poster: https://image.tmdb.org/t/p/w500/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg | DirectM3U8: https://movie.streamrip.fun/movies/497/video_main.m3u8
Title: Life Is Beautiful (1997) | Rating: 8.4 | Genres: Comedy, Drama | Poster: https://image.tmdb.org/t/p/w500/74hLDKjD5aGYOotO6esUVaeISa2.jpg | DirectM3U8: https://movie.streamrip.fun/movies/637/video_main.m3u8
Title: Dilwale Dulhania Le Jayenge (1995) | Rating: 8.5 | Genres: Comedy, Drama, Romance | Poster: https://image.tmdb.org/t/p/w500/lfRkUr7DYdHldAqi3PwdQGBRBPM.jpg | DirectM3U8: https://movie.streamrip.fun/movies/19404/video_main.m3u8
Title: The Shawshank Redemption (1994) | Rating: 8.7 | Genres: Drama, Crime | Poster: https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg | DirectM3U8: https://movie.streamrip.fun/movies/278/video_main.m3u8
Title: Forrest Gump (1994) | Rating: 8.5 | Genres: Comedy, Drama, Romance | Poster: https://image.tmdb.org/t/p/w500/Cw4hIUIAmSYfK9QfaUW5igp9La.jpg | DirectM3U8: https://movie.streamrip.fun/movies/13/video_main.m3u8
Title: Pulp Fiction (1994) | Rating: 8.5 | Genres: Thriller, Crime, Comedy | Poster: https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg | DirectM3U8: https://movie.streamrip.fun/movies/680/video_main.m3u8
Title: Schindler's List (1993) | Rating: 8.6 | Genres: Drama, History, War | Poster: https://image.tmdb.org/t/p/w500/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg | DirectM3U8: https://movie.streamrip.fun/movies/424/video_main.m3u8
Title: GoodFellas (1990) | Rating: 8.5 | Genres: Drama, Crime | Poster: https://image.tmdb.org/t/p/w500/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg | DirectM3U8: https://movie.streamrip.fun/movies/769/video_main.m3u8
Title: Cinema Paradiso (1988) | Rating: 8.4 | Genres: Drama, Romance | Poster: https://image.tmdb.org/t/p/w500/9JhfVOveaY00o8njQu2Xrp4YWud.jpg | DirectM3U8: https://movie.streamrip.fun/movies/11216/video_main.m3u8
Title: Grave of the Fireflies (1988) | Rating: 8.4 | Genres: Animation, Drama, War | Poster: https://image.tmdb.org/t/p/w500/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg | DirectM3U8: https://movie.streamrip.fun/movies/12477/video_main.m3u8
Title: The Godfather Part II (1974) | Rating: 8.6 | Genres: Drama, Crime | Poster: https://image.tmdb.org/t/p/w500/sSuQTCZwqKrNBNIsksO9IAUoWP9.jpg | DirectM3U8: https://movie.streamrip.fun/movies/240/video_main.m3u8
Title: The Godfather (1972) | Rating: 8.7 | Genres: Drama, Crime | Poster: https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg | DirectM3U8: https://movie.streamrip.fun/movies/238/video_main.m3u8
Title: The Good, the Bad and the Ugly (1966) | Rating: 8.5 | Genres: Western | Poster: https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg | DirectM3U8: https://movie.streamrip.fun/movies/429/video_main.m3u8
Title: Harakiri (1962) | Rating: 8.5 | Genres: Action, Drama, History | Poster: https://image.tmdb.org/t/p/w500/zK7HsOC7QxW1ldKIeFG8YJ5F2Eb.jpg | DirectM3U8: https://movie.streamrip.fun/movies/14537/video_main.m3u8
Title: 12 Angry Men (1957) | Rating: 8.6 | Genres: Drama | Poster: https://image.tmdb.org/t/p/w500/ppd84D2i9W8jXmsyInGyihiSyqz.jpg | DirectM3U8: https://movie.streamrip.fun/movies/389/video_main.m3u8
Title: Seven Samurai (1954) | Rating: 8.5 | Genres: Action, Drama | Poster: https://image.tmdb.org/t/p/w500/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg | DirectM3U8: https://movie.streamrip.fun/movies/346/video_main.m3u8
